"Date","InCount","outlier"
"878","2011-12-11","3653",2
"879","2011-12-12","9378",2
"880","2011-12-13","12038",2
"881","2011-12-14","12465",2
"882","2011-12-15","27650",2
"883","2011-12-16","16058",2
"884","2011-12-17","14177",2
"885","2011-12-18","4236",2
"886","2011-12-19","12715",2
"887","2011-12-20","16741",2
"888","2011-12-21","17826",2
"889","2011-12-22","34776",1
"890","2011-12-23","14283",2
"891","2011-12-24","2471",2
"892","2011-12-25","611",2
"893","2011-12-26","3820",2
"894","2011-12-27","7704",2
"895","2011-12-28","9436",2
"896","2011-12-29","8936",2
"897","2011-12-30","7642",2
"898","2011-12-31","4103",2
"899","2012-01-01","1220",2
"900","2012-01-02","4032",2
"901","2012-01-03","4607",2
"902","2012-01-04","5737",2
"903","2012-01-05","9454",2
"904","2012-01-06","8482",2
"905","2012-01-07","9285",2
"906","2012-01-08","2769",2
"907","2012-01-09","7316",2
"908","2012-01-10","8917",2
"909","2012-01-11","7982",2
"910","2012-01-12","10906",2
"911","2012-01-13","10167",2
"912","2012-01-14","7580",2
"913","2012-01-15","3068",2
"914","2012-01-16","6134",2
"915","2012-01-17","7228",2
"916","2012-01-18","8498",2
"917","2012-01-19","9959",2
"918","2012-01-20","9216",2
"919","2012-01-21","8390",2
"920","2012-01-22","2897",2
"921","2012-01-23","6848",2
"922","2012-01-24","7290",2
"923","2012-01-25","8328",2
"924","2012-01-26","9882",2
"925","2012-01-27","9925",2
"926","2012-01-28","13657",2
"927","2012-01-29","3002",2
"928","2012-01-30","9032",2
"929","2012-01-31","10478",2
